n;10;100;1000;10000;100000;1000000
TriRapide;0.002;0.02;0.2177;2.8816;33.5225;317.098
TriParBase 1 bit;0.0328;0.2121;2.4954;22.278;209.794;1885.62
TriParBase 2 bits;0.0196;0.1257;1.5706;11.8859;95.6647;933.734
TriParBase 4 bits;0.0162;0.0518;0.7259;5.8024;55.0551;464.891
TriParBase 8 bits;0.0223;0.0339;0.5853;3.044;21.7361;222.804
TriParBase 16 bits;0.919;0.8787;1.3559;2.6406;11.3912;108.39
