n;10;100;1000;10000;100000;1000000
TriRapide;0.002;0.0431;0.5594;3.5722;43.137;529.148
TriParBase 1 bit;0.0308;0.4733;2.2777;20.3047;222.378;1806.85
TriParBase 2 bits;0.0163;0.2371;1.0739;8.9081;99.9671;875.355
TriParBase 4 bits;0.0101;0.1214;0.4311;4.5798;47.0468;422.02
TriParBase 8 bits;0.0189;0.0775;0.2963;2.7064;25.5596;234.243
TriParBase 16 bits;1.2446;0.8332;0.9786;2.0985;14.0355;124.556
